scheme_id,scheme_name,duration,nav,change,date
45336,Union Gold ETF FoFGold/ Precious Metals,-,₹10.93,1.16%,2025-05-16
45339,Bandhan Nifty Next 50 Index FundLarge Cap Index,-,₹11.74,1.29%,2025-05-16
45346,Kotak Nifty Commodities Index FundOther Equity Index,-,₹11,0.43%,2025-05-16
45354,WhiteOak Capital Equity Savings FundEquity Savings,-,₹10.49,0.06%,2025-05-16
45351,Kotak CRISIL-IBX Financial Services 3-6 Months Debt Index FundIndex,-,₹10.17,0.03%,2025-05-16
45357,Motilal Oswal Active Momentum FundThematic,-,₹10.37,0.95%,2025-05-16
45365,Franklin India Low Duration FundLow Duration,-,₹10.22,0.07%,2025-05-16
45368,Samco Large Cap FundLarge Cap,-,₹9.96,0.4%,2025-05-16
45370,Navi Nifty Smallcap250 Momentum Quality 100 Index FundSmall Cap Index,-,₹11.32,1.69%,2025-05-16
45374,Mirae Asset BSE Select IPO ETF FoFEquity FoF,-,₹11.67,1.9%,2025-05-16
45381,Mirae Asset BSE 200 Equal Weight ETF FoFEquity FoF,-,₹11.03,0.85%,2025-05-16
45385,Bandhan CRISIL-IBX 10:90 Gilt + SDL Index - Dec 2029 FundIndex,-,₹10.38,0.19%,2025-05-16
45391,Kotak Nifty Midcap 150 Index FundMid Cap Index,-,₹10.75,0.85%,2025-05-16
45394,HDFC Nifty Top 20 Equal Weight Index FundLarge Cap Index,-,₹10.5,-0.21%,2025-05-16
45396,Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index FundIndex,-,₹10.16,0.03%,2025-05-16
45399,ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index FundIndex,-,₹10.14,0.03%,2025-05-16
45407,Edelweiss Low Duration FundLow Duration,-,"₹1,017.55",0.05%,2025-05-16
45412,Tata BSE Quality Index FundOther Equity Index,-,₹11.09,1.33%,2025-05-16
45425,Quant Arbitrage FundArbitrage,-,₹10.07,-0.04%,2025-05-16
45416,Kotak Energy Opportunities FundEnergy,-,₹10.15,0.36%,2025-05-16
45421,SBI BSE PSU Bank Index FundOther Equity Index,-,₹10.72,0.8%,2025-05-16
45429,Aditya Birla Sun Life CRISIL-IBX Financial Services 9-12 Months Debt Index FundIndex,-,₹10.17,0.05%,2025-05-16
45431,Zerodha Overnight FundOvernight,-,₹10.08,0.03%,2025-05-18
45435,UTI Income Plus Arbitrage Active FoFOthers,-,₹10.13,0.08%,2025-05-16
45438,ICICI Prudential Nifty EV & New Age Automotive ETF FoFEquity FoF,-,₹11.14,0.82%,2025-05-16
45451,Kotak Nifty Top 10 Equal Weight Index FundLarge Cap Index,-,₹10.23,-0.4%,2025-05-16
45459,Nippon India Nifty 500 Low Volatility 50 Index FundFactor,-,₹10.35,0.13%,2025-05-16
45455,Nippon India Nifty 500 Quality 50 Index FundFactor,-,₹10.78,1.8%,2025-05-16
45475,SBI Income Plus Arbitrage Active FoFOthers,-,₹10.04,0.09%,2025-05-16
45490,HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index FundIndex,-,₹10.02,0.03%,2025-05-16
